"","JULDAY","TIME","D0cm","D1.5cm","D3.5cm","D5cm","D10cm","D15cm","D30cm","D60cm","D100cm","D200cm"
"37",2,720,58.0841903686523,34.4903717041016,33.4864768981934,32.7890129089355,30.804708480835,29.2947483062744,27.1593189239502,25.9746913909912,24.7483901977539,24.1244487762451
"38",2,780,58.3553466796875,35.4087257385254,34.4179878234863,33.7204551696777,31.6766777038574,30.0506534576416,27.4118824005127,25.9923095703125,24.7653503417969,24.1244487762451
"39",2,840,56.2419700622559,35.9583778381348,35.0527076721191,34.4071846008301,32.4111976623535,30.7417469024658,27.7109928131104,26.0215129852295,24.7822895050049,24.1244487762451
"40",2,900,51.6404571533203,35.9826622009277,35.2565841674805,34.7104377746582,32.9201393127441,31.3177661895752,28.0368671417236,26.0630416870117,24.7994346618652,24.1244487762451
"41",2,960,44.5456771850586,35.4054107666016,34.933536529541,34.5471725463867,33.1239471435547,31.7146282196045,28.3658142089844,26.1166210174561,24.816987991333,24.1244487762451
"42",2,1020,36.3382186889648,34.2941246032715,34.1075439453125,33.9114189147949,32.9757690429688,31.8752994537354,28.6706295013428,26.1808528900146,24.835132598877,24.1244487762451
"43",2,1080,27.9042263031006,32.7983169555664,32.8932685852051,32.8933906555176,32.4959907531738,31.7767143249512,28.9239368438721,26.2532215118408,24.8540229797363,24.1244487762451
"44",2,1140,24.322021484375,31.4392032623291,31.6642189025879,31.7731800079346,31.7930870056152,31.4421558380127,29.1033363342285,26.330286026001,24.8737525939941,24.1244487762451
"45",2,1200,23.5041465759277,30.4819164276123,30.7297267913818,30.8739376068115,31.0962085723877,30.9859066009521,29.1996173858643,26.4081344604492,24.8943405151367,24.1244487762451
"46",2,1260,23.0125904083252,29.7806034088135,30.0316505432129,30.1863040924072,30.4961242675781,30.5219287872314,29.2214088439941,26.4831600189209,24.91575050354,24.1244487762451
